epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.720146894454956,0.7477864623069763,0.49724674224853516,0.8218318819999695
1,0.6813364028930664,0.7611979246139526,0.4679248034954071,0.8393977284431458
2,0.6746775507926941,0.7661458253860474,0.4837263822555542,0.8268507122993469
3,0.65508633852005,0.7673177123069763,0.4647793173789978,0.8381430506706238
4,0.6400087475776672,0.7727864384651184,0.4535442292690277,0.8293601274490356
5,0.6248928904533386,0.7830728888511658,0.42958366870880127,0.8544542193412781
6,0.620620608329773,0.782031238079071,0.4348773658275604,0.8431618809700012
7,0.6078292727470398,0.7893229126930237,0.41239863634109497,0.8632371425628662
8,0.5799652934074402,0.7946614623069763,0.4097171723842621,0.8569636344909668
9,0.5863081216812134,0.7977864742279053,0.4105859100818634,0.8531994819641113
10,0.5777906179428101,0.7992187738418579,0.401289701461792,0.8519448041915894
11,0.5708791017532349,0.7958333492279053,0.39095401763916016,0.8644918203353882
12,0.5524140000343323,0.8024739623069763,0.3812783360481262,0.8607277274131775
13,0.5530621409416199,0.809374988079071,0.3967477083206177,0.8619824051856995
14,0.5258533954620361,0.8147135376930237,0.38391730189323425,0.8695106506347656
15,0.5334205031394958,0.8125,0.3761935532093048,0.8594730496406555
16,0.5220802426338196,0.8141927123069763,0.3453863859176636,0.8808029890060425
17,0.49938055872917175,0.8225260376930237,0.3668758273124695,0.8820577263832092
18,0.50473552942276,0.8201822638511658,0.4004039168357849,0.8469259738922119
19,0.49354228377342224,0.8290364742279053,0.3497178852558136,0.8720200657844543
20,0.488475501537323,0.830078125,0.3689533770084381,0.884567141532898
21,0.49066591262817383,0.8302083611488342,0.374092161655426,0.8795483112335205
22,0.47474563121795654,0.8343750238418579,0.3609398603439331,0.8782935738563538
23,0.4570039212703705,0.8399739861488342,0.3592625856399536,0.8732748031616211
24,0.4640558660030365,0.8348958492279053,0.3608129918575287,0.8770388960838318
25,0.45364463329315186,0.8385416865348816,0.3574373126029968,0.8808029890060425
26,0.45343729853630066,0.8368489742279053,0.3530384600162506,0.8820577263832092
27,0.4485287368297577,0.8377603888511658,0.33163198828697205,0.8895859718322754
28,0.4499998688697815,0.8384114503860474,0.39399510622024536,0.8670012354850769
29,0.45095154643058777,0.8385416865348816,0.351956844329834,0.8720200657844543
30,0.4415193200111389,0.8436197638511658,0.33754628896713257,0.8782935738563538
31,0.4235379099845886,0.8519531488418579,0.3000844120979309,0.8883312344551086
32,0.42624184489250183,0.852734386920929,0.3323253095149994,0.8820577263832092
33,0.42096778750419617,0.8528645634651184,0.3569282591342926,0.8682559728622437
34,0.4129774272441864,0.857421875,0.35120654106140137,0.8858218193054199
35,0.4106290638446808,0.8550781011581421,0.36168596148490906,0.8883312344551086
36,0.39876312017440796,0.857421875,0.331747829914093,0.8908406496047974
37,0.3864903151988983,0.8643229007720947,0.3491642475128174,0.8883312344551086
38,0.39066991209983826,0.8623697757720947,0.33883926272392273,0.8920953869819641
39,0.39142876863479614,0.8639323115348816,0.3225647807121277,0.8895859718322754
40,0.38045576214790344,0.8619791865348816,0.31488025188446045,0.8920953869819641
41,0.38759222626686096,0.8631510138511658,0.3335133194923401,0.8858218193054199
42,0.3650955855846405,0.869921863079071,0.3086293041706085,0.8920953869819641
43,0.37840357422828674,0.8653646111488342,0.2998450696468353,0.8983688950538635
44,0.37007659673690796,0.8701822757720947,0.31474825739860535,0.8958594799041748
45,0.37011030316352844,0.8708333373069763,0.3453636169433594,0.8833124041557312
46,0.36075305938720703,0.8678385615348816,0.29580989480018616,0.903387725353241
47,0.35278549790382385,0.8746093511581421,0.27373698353767395,0.903387725353241
48,0.3529757857322693,0.8731771111488342,0.3173109292984009,0.8996235728263855
49,0.34426650404930115,0.8763020634651184,0.3316938281059265,0.8933500647544861
50,0.35235220193862915,0.8776041865348816,0.30322015285491943,0.8820577263832092
51,0.346162348985672,0.879687488079071,0.3113706707954407,0.8971141576766968
52,0.3510405719280243,0.875,0.30756017565727234,0.8983688950538635
53,0.3376903831958771,0.8778645992279053,0.3160811960697174,0.9021329879760742
54,0.3436832129955292,0.8795573115348816,0.2993655800819397,0.8983688950538635
55,0.33114659786224365,0.8863281011581421,0.28814247250556946,0.903387725353241
56,0.33012327551841736,0.8854166865348816,0.31312766671180725,0.8958594799041748
57,0.3158309757709503,0.884765625,0.3508421778678894,0.8858218193054199
58,0.3136025071144104,0.889453113079071,0.31846702098846436,0.8983688950538635
59,0.3262859284877777,0.8817708492279053,0.3090103566646576,0.8983688950538635
60,0.3222390115261078,0.8903645873069763,0.34292522072792053,0.8858218193054199
61,0.3147517740726471,0.891406238079071,0.27688083052635193,0.9058971405029297
62,0.3120570778846741,0.8888021111488342,0.2906735837459564,0.9058971405029297
63,0.31724515557289124,0.890625,0.3192684054374695,0.8971141576766968
64,0.3076661229133606,0.890625,0.2974960207939148,0.8983688950538635
65,0.316937118768692,0.8904947638511658,0.29488879442214966,0.8971141576766968
66,0.30871015787124634,0.8903645873069763,0.3077233135700226,0.8958594799041748
67,0.3157523572444916,0.8904947638511658,0.3258231580257416,0.884567141532898
68,0.3086382746696472,0.8916666507720947,0.29743894934654236,0.8958594799041748
69,0.3110109567642212,0.8897135257720947,0.30717504024505615,0.8946047425270081
70,0.3125763237476349,0.8932291865348816,0.27682679891586304,0.9071518182754517
71,0.30256715416908264,0.8936197757720947,0.30374741554260254,0.8908406496047974
72,0.3118889629840851,0.8901041746139526,0.28261879086494446,0.9134253263473511
73,0.31602370738983154,0.8890625238418579,0.33213841915130615,0.8958594799041748
74,0.31146422028541565,0.8897135257720947,0.2828139066696167,0.9084064960479736
75,0.30911895632743835,0.890625,0.2837096154689789,0.9058971405029297
76,0.30320975184440613,0.8938801884651184,0.31070676445961,0.8946047425270081
77,0.30392682552337646,0.891796886920929,0.3044492304325104,0.9021329879760742
78,0.30676862597465515,0.8941406011581421,0.3090849816799164,0.8920953869819641
79,0.31132593750953674,0.8908854126930237,0.30753225088119507,0.8983688950538635
80,0.2992219924926758,0.892578125,0.3019915521144867,0.8996235728263855
81,0.3013579249382019,0.893750011920929,0.3004477322101593,0.8958594799041748
82,0.31226709485054016,0.8889322876930237,0.28213557600975037,0.9096612334251404
83,0.3093322515487671,0.8882812261581421,0.3075242042541504,0.8946047425270081
84,0.2988927662372589,0.895312488079071,0.31433627009391785,0.8958594799041748
85,0.30393749475479126,0.8899739384651184,0.2948821783065796,0.9084064960479736
86,0.31696608662605286,0.8885416388511658,0.3149060904979706,0.8983688950538635
87,0.2894865572452545,0.8967447876930237,0.3009977340698242,0.8983688950538635
88,0.3142907917499542,0.8911458253860474,0.29688432812690735,0.9159347414970398
89,0.30671626329421997,0.8932291865348816,0.3023240268230438,0.9084064960479736
90,0.31643781065940857,0.889453113079071,0.27949532866477966,0.903387725353241
91,0.3082077205181122,0.8920572996139526,0.29868176579475403,0.9021329879760742
92,0.30041930079460144,0.8940104246139526,0.34001198410987854,0.9021329879760742
93,0.2954288721084595,0.8951823115348816,0.30850961804389954,0.903387725353241
94,0.3006960153579712,0.8921874761581421,0.2866627275943756,0.8971141576766968
95,0.3027339577674866,0.8958333134651184,0.29159799218177795,0.8908406496047974
96,0.3012872636318207,0.8928385376930237,0.3012583553791046,0.9008783102035522
97,0.29750052094459534,0.8959635496139526,0.28723928332328796,0.9021329879760742
98,0.3048146069049835,0.8927083611488342,0.2887236773967743,0.9008783102035522
99,0.3072628378868103,0.8920572996139526,0.3123180568218231,0.8908406496047974
100,0.3076200485229492,0.892578125,0.30691805481910706,0.9008783102035522
101,0.30891183018684387,0.8938801884651184,0.30462586879730225,0.9096612334251404
102,0.2990766167640686,0.8988281488418579,0.3203393518924713,0.8920953869819641
103,0.2915121614933014,0.8977864384651184,0.30739626288414,0.9021329879760742
104,0.29762592911720276,0.8998697996139526,0.3179391622543335,0.8858218193054199
105,0.3098278343677521,0.8848958611488342,0.3062358498573303,0.8933500647544861
106,0.3030669093132019,0.892578125,0.3084994852542877,0.8996235728263855
107,0.3083125352859497,0.8910156488418579,0.2919735312461853,0.9008783102035522
108,0.2978929877281189,0.8984375,0.2861049771308899,0.8983688950538635
109,0.302193284034729,0.8928385376930237,0.300310879945755,0.9084064960479736
110,0.30409160256385803,0.8954427242279053,0.30410927534103394,0.903387725353241
111,0.30929654836654663,0.8923177123069763,0.33144888281822205,0.8908406496047974
112,0.3084211051464081,0.890625,0.30197006464004517,0.9134253263473511
113,0.29593437910079956,0.8985677361488342,0.2760859727859497,0.9121706485748291
114,0.30636435747146606,0.8923177123069763,0.301225483417511,0.903387725353241
115,0.3061867654323578,0.8950520753860474,0.2990771234035492,0.9021329879760742
116,0.3109860122203827,0.888671875,0.28628289699554443,0.903387725353241
117,0.30122143030166626,0.8942708373069763,0.29435890913009644,0.9134253263473511
118,0.30140259861946106,0.8947916626930237,0.2995094656944275,0.8958594799041748
